ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_pais,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,investigacao_status,total_aeronaves_envolvidas,ocorrencia_saida_pista,aeronave_matricula,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_pmd_categoria,aeronave_assentos,aeronave_ano_fabricacao,aeronave_pais_fabricante,aeronave_pais_registro,aeronave_registro_categoria,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total,ocorrencia_tipo,ocorrencia_tipo_categoria,taxonomia_tipo_icao,fator_nome,fator_aspecto,fator_condicionante,fator_area,recomendacao_conteudo,recomendacao_status,recomendacao_destinatario_sigla,recomendacao_destinatario
INCIDENTE GRAVE,CARAZINHO,RS,BRASIL,SSKZ,21/10/2020,14:40:00,FINALIZADA,1,NÃO,PTOXV,AVIÃO,PIPER AIRCRAFT,PA-25-235,PA25,PISTÃO,MONOMOTOR,1315,1315,1.0,1974.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,CARAZINHO,CARAZINHO,CORRIDA APÓS POUSO,INSTRUÇÃO,LEVE,0,MANOBRA ABRUPTA,MANOBRA ABRUPTA,AMAN,,,,,,,,
INCIDENTE,GOIÂNIA,GO,BRASIL,SBGO,21/10/2022,16:39:00,FINALIZADA,1,NÃO,PRGYA,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,70533,70533,187.0,0.0,BRASIL,BRASIL,AVIÃO,REGULAR,SANTA GENOVEVA/GOIÂNIA,GOVERNADOR ANDRÉ FRANCO MONTORO,DECOLAGEM,REGULAR,LEVE,0,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,,,,,,,,
INCIDENTE,GUARULHOS,SP,BRASIL,SBGR,21/10/2022,19:48:00,FINALIZADA,1,NÃO,PRYJC,AVIÃO,AIRBUS S.A.S.,A321-251NX,A21N,JATO,BIMOTOR,93500,93500,,2020.0,BRASIL,BRASIL,AVIÃO,REGULAR,AERÓDROMO NÃO CADASTRADO,GOVERNADOR ANDRÉ FRANCO MONTORO,ESTACIONAMENTO,REGULAR,NENHUM,0,OPERAÇÕES NO SOLO,OPERAÇÕES NO SOLO,[RAMP],,,,,,,,
INCIDENTE,CAMPINAS,SP,BRASIL,SBKP,21/10/2023,03:01:00,FINALIZADA,1,NÃO,PRAUF,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,52290,125.0,0.0,BRASIL,BRASIL,AVIÃO,REGULAR,TANCREDO NEVES,VIRACOPOS,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,,,,,,,,
INCIDENTE,GUARULHOS,SP,BRASIL,SBGR,21/10/2023,04:18:00,FINALIZADA,1,NÃO,PRSDL,AVIÃO,BOEING COMPANY,737-3S3,B733,JATO,BIMOTOR,63276,63276,6.0,1988.0,BRASIL,BRASIL,AVIÃO,REGULAR,DEPUTADO LUÍS EDUARDO MAGALHÃES,GOVERNADOR ANDRÉ FRANCO MONTORO,POUSO,REGULAR,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,,,,,,,,
INCIDENTE,RECIFE,PE,BRASIL,SBRF,21/10/2023,09:45:00,FINALIZADA,1,NÃO,PRYRF,AVIÃO,AIRBUS INDUSTRIE,A320-251N,A320,JATO,BIMOTOR,77000,77000,183.0,,BRASIL,BRASIL,AVIÃO,REGULAR,PINTO MARTINS,GUARARAPES - GILBERTO FREYRE,POUSO,REGULAR,NENHUM,0,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,,,,,,,,
INCIDENTE,CAMPINAS,SP,BRASIL,SBKP,21/10/2023,14:31:00,FINALIZADA,1,NÃO,PREDB,AVIÃO,CESSNA AIRCRAFT,C525,C52B,***,SEM TRAÇÃO,0,0,0.0,0.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,ESTADUAL DARIO GUARITA,Comandante Rolim Adolfo Amaro,DECOLAGEM,PRIVADA,LEVE,0,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,,,,,,,,
INCIDENTE,NAVEGANTES,SC,BRASIL,SBNF,21/10/2023,18:36:00,FINALIZADA,1,NÃO,PRXBB,AVIÃO,AIRBUS S.A.S.,A320-273N,A320,JATO,BIMOTOR,79000,79000,183.0,2019.0,BRASIL,BRASIL,AVIÃO,REGULAR,MINISTRO VICTOR KONDER,CONGONHAS,DECOLAGEM,REGULAR,NENHUM,0,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,,,,,,,,
INCIDENTE,GOIÂNIA,GO,BRASIL,SBGO,21/10/2023,20:50:00,FINALIZADA,1,NÃO,PRGXN,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,70533,70533,199.0,2014.0,BRASIL,BRASIL,AVIÃO,***,CONGONHAS,SANTA GENOVEVA/GOIÂNIA,POUSO,REGULAR,NENHUM,0,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,,,,,,,,
ACIDENTE,PONTA PORÃ,MS,BRASIL,***,21/11/2007,09:45:00,FINALIZADA,1,NÃO,PTUPY,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2004.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,AGRÍCOLA,SUBSTANCIAL,0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,PROJETO,ASPECTO DE PROJETO,***,FATOR MATERIAL,"Divulgar os ensinamentos colhidos com a presente investigação em seminários, cursos e eventos congêneres, principalmente quando envolver operadores de aeronaves agrícolas.",ADOTADA,SERIPA-1,PRIMEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
ACIDENTE,RIO DE JANEIRO,RJ,BRASIL,***,21/11/2012,11:47:00,FINALIZADA,1,NÃO,PRUTJ,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,R22,PISTÃO,MONOMOTOR,621,621,2.0,1994.0,BRASIL,BRASIL,HELICÓPTERO,INSTRUÇÃO,JACAREPAGUÁ,JACAREPAGUÁ,MANOBRA,INSTRUÇÃO,DESTRUÍDA,2,VOO CONTROLADO CONTRA O TERRENO,VOO CONTROLADO CONTRA O TERRENO,CFIT,SUPERVISÃO GERENCIAL,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL,,,,
INCIDENTE,ALIANÇA DO TOCANTINS,TO,BRASIL,***,21/11/2012,12:00:00,FINALIZADA,1,NÃO,PTOSN,AVIÃO,BEECH AIRCRAFT,C90A,BE9L,TURBOÉLICE,BIMOTOR,4581,4581,8.0,1990.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,ARREMETIDA NO AR,PRIVADA,LEVE,0,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,,,,,,,,
INCIDENTE,RIO LARGO,AL,BRASIL,***,21/11/2012,13:10:00,FINALIZADA,1,NÃO,PRLRR,AVIÃO,LEARJET,31,LJ31,JATO,BIMOTOR,7031,7031,10.0,1990.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,TÁXI AÉREO,NENHUM,0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,,,,,,,,
INCIDENTE,BRASÍLIA,DF,BRASIL,SBBR,21/11/2012,18:31:00,FINALIZADA,1,NÃO,PPPLE,AVIÃO,BEECH AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,2449,2449,6.0,1978.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,PRIVADA,NENHUM,0,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,,,,,,,,
INCIDENTE,GOIÂNIA,GO,BRASIL,***,21/11/2013,01:19:00,FINALIZADA,1,NÃO,PRIOF,AVIÃO,BOEING COMPANY,727-214,B722,JATO,TRIMOTOR,88360,88360,5.0,1979.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DESCIDA,REGULAR,NENHUM,0,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO,MAC,,,,,,,,
INCIDENTE,RECIFE,PE,BRASIL,SBRF,21/11/2013,14:25:00,FINALIZADA,1,NÃO,PTREY,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,2073,6.0,1980.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,TÁXI AÉREO,NENHUM,0,OUTROS,OUTROS,OTHR,,,,,,,,
ACIDENTE,SANTA ISABEL DO IVAÍ,PR,BRASIL,***,21/11/2014,10:05:00,FINALIZADA,1,NÃO,PTGGW,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,1976.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0,INDETERMINADO,INDETERMINADO,UNK,,,,,,,,
ACIDENTE,GARIBALDI,RS,BRASIL,SSGA,21/11/2015,19:30:00,FINALIZADA,1,SIM,PPGSE,AVIÃO,AERO BOERO,AB-180,AB18,PISTÃO,MONOMOTOR,844,844,2.0,1993.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,GARIBALDI,GARIBALDI,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,0,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,SUPERVISÃO GERENCIAL,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL,"erificar  a  conformidade  das  características  físicas  do  aeródromo  de  Garibaldi  com  os requisitos do RBAC 154 e determinar as adequações necessárias, se houver.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
INCIDENTE,TABATINGA,AM,BRASIL,SBTT,21/11/2017,19:30:00,FINALIZADA,1,NÃO,PTEZR,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,2073,7.0,1979.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,TABATINGA,FONTE BOA,CRUZEIRO,TÁXI AÉREO,NENHUM,0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,,,,,,,,
INCIDENTE,RIBEIRÃO PRETO,SP,BRASIL,SBRP,21/11/2018,02:03:00,FINALIZADA,1,NÃO,PPPTP,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,22500,22500,73.0,2009.0,BRASIL,BRASIL,AVIÃO,REGULAR,LEITE LOPES,RONDONÓPOLIS,DECOLAGEM,REGULAR,LEVE,0,F.O.D.,OUTROS | F.O.D.,OTHR,,,,,,,,
ACIDENTE,SÃO PAULO,SP,BRASIL,SBMT,21/11/2019,14:30:00,FINALIZADA,1,NÃO,PRSLO,HELICÓPTERO,BELL HELICOPTER,407,B407,TURBOEIXO,MONOMOTOR,2268,2268,7.0,2004.0,BRASIL,BRASIL,HELICÓPTERO,PARTICULAR,WHEATON,CAMPO DE MARTE - SP,POUSO,PRIVADA,SUBSTANCIAL,0,POUSO BRUSCO,CONTATO ANORMAL COM A PISTA | POUSO BRUSCO,ARC,PLANEJAMENTO DE VOO,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL,,,,
ACIDENTE,RIO CLARO,SP,BRASIL,SDRK,21/11/2021,17:00:00,FINALIZADA,1,NÃO,PUDLD,ULTRALEVE,FLYER INDÚSTRIA AERONÁUTICA LTDA,RV-9A,ULAC,PISTÃO,MONOMOTOR,735,735,2.0,2007.0,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,FAZENDA CAMPO VITÓRIA,RIO CLARO,POUSO,PRIVADA,SUBSTANCIAL,0,POUSO BRUSCO,CONTATO ANORMAL COM A PISTA | POUSO BRUSCO,ARC,POUCA EXPERIÊNCIA DO PILOTO,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL,,,,
INCIDENTE,RIO DE JANEIRO,RJ,BRASIL,SBGL,21/11/2023,23:55:00,FINALIZADA,1,NÃO,PRXMI,AVIÃO,BOEING,737-8 MAX,B38M,JATO,BIMOTOR,82190,82190,0.0,0.0,BRASIL,BRASIL,AVIÃO,REGULAR,ANTONIO CARLOS JOBIM / GALEÃO,PINTO MARTINS,DECOLAGEM,REGULAR,NENHUM,0,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,,,,,,,,
INCIDENTE,CAMPINAS,SP,BRASIL,SBKP,21/11/2023,21:56:00,FINALIZADA,1,NÃO,PRYYK,AVIÃO,AIRBUS S.A.S.,A320-251N,A20N,JATO,BIMOTOR,77000,77000,,2016.0,BRASIL,BRASIL,AVIÃO,***,VIRACOPOS,TANCREDO NEVES,CRUZEIRO,REGULAR,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,,,,,,,,
INCIDENTE,PORTO ALEGRE,RS,BRASIL,SBPA,21/11/2023,18:58:00,FINALIZADA,1,NÃO,PRMYP,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,77000,77000,184.0,2012.0,BRASIL,BRASIL,AVIÃO,***,AFONSO PENA,SALGADO FILHO,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,,,,,,,,
INCIDENTE,ARAÇATUBA,SP,BRASIL,SBAU,21/11/2023,22:20:00,FINALIZADA,1,NÃO,PRATW,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,23000,75.0,2012.0,BRASIL,BRASIL,AVIÃO,REGULAR,VIRACOPOS,ESTADUAL DARIO GUARITA,POUSO,REGULAR,LEVE,0,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,,,,,,,,
ACIDENTE,ALEGRETE,RS,BRASIL,***,21/11/2023,12:40:00,ATIVA,1,NÃO,PTVYO,AVIÃO,EMBRAER,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2013.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,AGRÍCOLA,SUBSTANCIAL,0,VOO CONTROLADO CONTRA O TERRENO,VOO CONTROLADO CONTRA O TERRENO,CFIT,,,,,,,,
ACIDENTE,SANTO ANTÔNIO DO LEVERGER,MT,BRASIL,SWLV,21/11/2023,11:00:00,ATIVA,1,SIM,PRVJO,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,758,758,2.0,1978.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,MARECHAL RONDON,MARECHAL RONDON,POUSO,NÃO REGULAR,SUBSTANCIAL,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,,,,,,,,
INCIDENTE,GOIANÁ,MG,BRASIL,SBZM,21/11/2023,01:40:00,FINALIZADA,1,NÃO,PRAKJ,AVIÃO,ATR - GIE AVIONS DE TRANSPORT RÉGIONAL,ATR-72-212A (600),AT76,TURBOÉLICE,BIMOTOR,22000,22000,0.0,2016.0,BRASIL,BRASIL,AVIÃO,REGULAR,REGIONAL DA ZONA DA MATA,VIRACOPOS,DECOLAGEM,REGULAR,LEVE,0,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,,,,,,,,
INCIDENTE,RIO DE JANEIRO,RJ,BRASIL,SBGL,21/11/2023,13:34:00,FINALIZADA,1,NÃO,PTMXB,AVIÃO,AIRBUS INDUSTRIE,A321-231,A321,JATO,BIMOTOR,89000,89000,232.0,2007.0,BRASIL,BRASIL,AVIÃO,REGULAR,PRESIDENTE JUSCELINO KUBITSCHEK,ANTONIO CARLOS JOBIM / GALEÃO,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,,,,,,,,
ACIDENTE,PORTO ALEGRE DO NORTE,MT,BRASIL,***,21/12/2007,12:30:00,FINALIZADA,1,NÃO,PTNMN,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,P28R,PISTÃO,MONOMOTOR,1202,1202,4.0,1978.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0,POUSO EM LOCAL NÃO PREVISTO,OUTROS | POUSO EM LOCAL NÃO PREVISTO,OTHR,POUCA EXPERIÊNCIA DO PILOTO,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL,,,,
INCIDENTE,GUARATINGUETÁ,SP,BRASIL,***,21/12/2009,19:05:00,,1,NÃO,PTWJZ,AVIÃO,CESSNA AIRCRAFT,550,C550,JATO,BIMOTOR,6063,6063,10.0,1981.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,PRIVADA,NENHUM,0,OUTROS,OUTROS,OTHR,,,,,,,,
ACIDENTE,ARACAJU,SE,BRASIL,SNAU,21/12/2010,13:03:00,FINALIZADA,1,NÃO,PRHQB,HELICÓPTERO,BELL HELICOPTER,206B,B06,TURBOEIXO,MONOMOTOR,1451,1451,5.0,1969.0,BRASIL,BRASIL,HELICÓPTERO,PARTICULAR,AEROCLUBE DE ARACAJU,FORA DE AERODROMO,TÁXI,PRIVADA,DESTRUÍDA,1,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,SUPERVISÃO GERENCIAL,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL,"Divulgar os ensinamentos do presente relatório aos operadores de helicóptero, enfatizando a importância do conhecimento das características propícias à perda de efetividade do rotor de cauda (Loss of Tail Rotor Effectiveness - LTE) para a prevenção de tais ocorrências.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
ACIDENTE,ERECHIM,RS,BRASIL,SSER,21/12/2011,10:00:00,FINALIZADA,1,SIM,PPFLK,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,2.0,1990.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,ERECHIM,ERECHIM,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,0,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,SUPERVISÃO GERENCIAL,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL,"Realizar gestões junto ao Aeroclube de Erechim, a fim de que os seus instrutores sejam orientados quanto à importância de se verificar a ficha de instrução prática anterior, para que as observações e orientações do Coordenador da Instrução Prática sejam seguidas.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
INCIDENTE,RIO VERDE,GO,BRASIL,***,21/12/2011,11:28:00,FINALIZADA,1,NÃO,PPPTG,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-320,AT43,TURBOÉLICE,BIMOTOR,16900,16900,50.0,1989.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,NENHUM,0,OUTROS,OUTROS,OTHR,,,,,,,,
ACIDENTE,PORTO ALEGRE,RS,BRASIL,SSBN,21/12/2011,14:50:00,FINALIZADA,1,SIM,PPFAX,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,3.0,1993.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,BELÉM NOVO,BELÉM NOVO,POUSO,INSTRUÇÃO,SUBSTANCIAL,0,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,SUPERVISÃO GERENCIAL,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL,Atuar junto ao Aeroclube do Rio Grande do Sul (ARGS) com o objetivo de reforçar a importância da aplicação conceitos do Treinamento em Gerenciamento de Recursos de Equipes (CRM).,ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
ACIDENTE,NOVO PROGRESSO,PA,BRASIL,***,21/12/2011,16:50:00,,1,NÃO,PUGGA,ULTRALEVE,GLAUCO ANDRE MACHADO - ME,JABIRU J250,ULAC,PISTÃO,MONOMOTOR,700,700,2.0,2010.0,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,EXPERIMENTAL,SUBSTANCIAL,0,POUSO EM LOCAL NÃO PREVISTO,OUTROS | POUSO EM LOCAL NÃO PREVISTO,OTHR,,,,,,,,
INCIDENTE,BRAGANÇA PAULISTA,SP,BRASIL,SBBP,21/12/2012,19:15:00,FINALIZADA,1,NÃO,PRLAC,AVIÃO,CESSNA AIRCRAFT,T182T,C182,PISTÃO,MONOMOTOR,1406,1406,4.0,2007.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,NENHUM,0,F.O.D.,OUTROS | F.O.D.,OTHR,,,,,,,,
ACIDENTE,IPIRANGA DO NORTE,MT,BRASIL,***,21/12/2012,17:30:00,FINALIZADA,1,NÃO,PTVVG,AVIÃO,EMBRAER,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2012.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,PLANEJAMENTO DE VOO,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL,,,,
INCIDENTE,CONFINS,MG,BRASIL,***,21/12/2012,01:40:00,FINALIZADA,1,NÃO,PPPJM,AVIÃO,EMBRAER,ERJ 190-100 LR,E190,TURBOEIXO,BIMOTOR,50300,50300,113.0,2011.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,,,,,,,,
INCIDENTE GRAVE,RIBEIRÃO PRETO,SP,BRASIL,SBRP,21/12/2012,09:43:00,FINALIZADA,1,SIM,PPGMB,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,3.0,1992.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,INSTRUÇÃO,SUBSTANCIAL,0,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,,,,,,,,
INCIDENTE,BRAGANÇA PAULISTA,SP,BRASIL,SBBP,21/12/2012,14:30:00,FINALIZADA,1,NÃO,PTLVZ,AVIÃO,BEECH AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,2449,2449,6.0,1982.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,NENHUM,0,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP,,,,,,,,
INCIDENTE,PASSO FUNDO,RS,BRASIL,SBPF,21/12/2013,15:00:00,FINALIZADA,1,NÃO,PRFBU,AVIÃO,EMBRAER,EMB-500,E50P,JATO,BIMOTOR,4750,4750,8.0,2013.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,PRIVADA,LEVE,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,,,,,,,,
INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,BRASIL,SBCP,21/12/2018,18:15:00,FINALIZADA,1,NÃO,PRJBX,***,***,***,***,***,***,0,0,,,BRASIL,BRASIL,***,TÁXI AÉREO,MACAÉ,BARTOLOMEU LISANDRO,CRUZEIRO,TÁXI AÉREO,NENHUM,0,VAZAMENTO DE OUTROS FLUIDOS,OUTROS | VAZAMENTO DE OUTROS FLUIDOS,OTHR,,,,,,,,
INCIDENTE,MARABÁ,PA,BRASIL,SBMA,21/12/2020,08:47:00,FINALIZADA,1,NÃO,PRYSC,AVIÃO,AIRBUS S.A.S.,A320-251N,***,JATO,TRIMOTOR,0,0,,2019.0,BRASIL,BRASIL,AVIÃO,REGULAR,JOÃO CORREA DA ROCHA,VAL DE CANS / JÚLIO CEZAR RIBEIRO,SUBIDA,REGULAR,NENHUM,0,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,,,,,,,,
INCIDENTE,MUITOS CAPÕES,RS,BRASIL,***,21/12/2020,13:30:00,FINALIZADA,1,SIM,PTERL,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,2073,7.0,1978.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,NÃO IDENTIFICADO,NÃO IDENTIFICADO,CORRIDA APÓS POUSO,PRIVADA,NENHUM,0,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,RE,,,,,,,,
INCIDENTE GRAVE,JUIZ DE FORA,MG,BRASIL,SBJF,21/12/2020,16:20:00,FINALIZADA,1,SIM,PTEMR,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,2073,6.0,1977.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FRANCISCO DE ASSIS,FRANCISCO DE ASSIS,POUSO,INSTRUÇÃO,LEVE,0,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,RE,,,,,,,,
